,McaM,McoM,Pvalue,OR,CI.upper,CI.lower,Logistic.P,Sens,Spec,AUC
UMOD_20359750,0.388863574,0.556561869,5.63018E-12,3.120113373,4.199470575,2.176706169,2.45262E-09,0.740740741,0.87962963,0.773233882
UMOD_20359768,0.3997149,0.508720048,1.86228E-06,2.129355827,3.088658213,1.267914641,5.13786E-06,0.555555556,0.87037037,0.689214678
UMOD_20359782,0.099806327,0.25900575,3.20079E-11,3.727391555,5.313791756,2.421815405,6.02376E-07,0.712962963,0.851851852,0.763203018
UMOD_20359789,0.127185777,0.280218172,6.19391E-09,3.082568463,4.343635563,2.024482076,2.38832E-07,0.685185185,0.824074074,0.730538409
UMOD_20359806,0.120208114,0.281673596,1.22405E-12,3.362685556,4.710468286,2.238037603,1.32437E-07,0.759259259,0.796296296,0.78180727
UMOD_20359815,0.1239699,0.280272357,8.98992E-12,3.242338252,4.543509141,2.147304191,1.51835E-07,0.675925926,0.888888889,0.770576132
UMOD_20359818,0.109207186,0.271590816,1.44055E-13,3.360541193,4.712995916,2.233153926,1.4389E-07,0.777777778,0.842592593,0.793467078
UMOD_20359839,0.184157295,0.396926107,4.03733E-14,3.298610246,4.408000745,2.344255101,7.49394E-10,0.805555556,0.851851852,0.800240055
UMOD_20359843,0.150730693,0.348534522,4.57715E-13,3.134460295,4.260615396,2.176235416,5.85258E-09,0.768518519,0.833333333,0.787208505
UMOD_20359866,0.263126825,0.48022886,9.9457E-16,3.45765009,4.5462521,2.514067133,7.96326E-11,0.824074074,0.87037037,0.819101509
UMOD_20359876,0.222150148,0.428071772,3.84628E-14,2.860023123,3.849846402,2.000415306,2.36333E-09,0.805555556,0.814814815,0.800497257
UMOD_20359878,0.298431294,0.501717601,3.32928E-13,2.867765501,3.810649891,2.036319787,5.01863E-10,0.75,0.851851852,0.789008916
UMOD_20359889,0.350210145,0.569094095,3.19318E-16,3.302648696,4.338415368,2.402882003,7.10863E-11,0.833333333,0.824074074,0.824674211
UMOD_20359896,0.252601069,0.501112798,7.56118E-17,3.295140002,4.322706021,2.408911626,5.28567E-11,0.787037037,0.87962963,0.831618656
UMOD_20359905,0.194909909,0.449934977,4.15142E-16,3.184370137,4.193130415,2.318623645,8.357E-11,0.787037037,0.87962963,0.823388203
UMOD_20359908,0.278006374,0.529288857,4.31137E-17,3.410327821,4.465934936,2.501494494,3.96814E-11,0.805555556,0.907407407,0.83436214
UMOD_20359915,0.258891218,0.510374312,3.79149E-17,3.376467419,4.414830175,2.479387929,3.2821E-11,0.768518519,0.898148148,0.834962277
UMOD_20359921,0.18164067,0.426054463,1.20774E-15,3.003401969,4.030895214,2.136133802,9.70348E-10,0.777777778,0.87037037,0.818158436
ZNF518B_10458970,0.095273662,0.256026882,5.62109E-06,2.771162116,3.935940089,1.814480083,3.40792E-07,0.527777778,0.925925926,0.68021262
ZNF518B_10458973,0.120056429,0.29985718,1.40479E-05,2.520571155,3.531655652,1.672793709,1.3192E-07,0.574074074,0.944444444,0.672325103
ZNF518B_10458981,0.068667581,0.238484287,1.82934E-08,3.485131524,4.927066134,2.300679809,2.64082E-07,0.601851852,0.925925926,0.723251029
ZNF518B_10458990,0.070719172,0.196523262,4.08398E-09,2.612800422,3.888170072,1.560559388,1.16713E-05,0.601851852,0.907407407,0.733281893
ZNF518B_10458993,0.054825911,0.16144099,2.81341E-10,2.693830037,4.179745072,1.491811399,9.41159E-05,0.601851852,0.898148148,0.750214335
ZNF518B_10458997,0.096996015,0.21237626,1.00568E-05,2.185327894,3.302432608,1.244959985,3.37328E-05,0.564814815,0.87962963,0.675240055
ZNF518B_10459004,0.099370769,0.252368661,1.15321E-06,2.398954903,3.510793844,1.486605175,3.67436E-06,0.555555556,0.916666667,0.693029835
ZNF518B_10459007,0.058305672,0.168666406,2.1994E-11,2.595137686,4.008276805,1.450620219,7.56471E-05,0.703703704,0.796296296,0.765389232
ZNF518B_10459010,0.051075653,0.146235713,4.12913E-08,2.35760629,3.800739332,1.228530907,0.000327196,0.611111111,0.861111111,0.71763546
ZNF518B_10459013,0.054925266,0.137406639,2.65483E-07,1.926159519,3.282444463,0.873734253,0.001743565,0.546296296,0.87962963,0.704260974
ZNF518B_10459015,0.052189368,0.136358198,7.7959E-07,1.76383507,3.005344173,0.791249286,0.001804957,0.564814815,0.87037037,0.696073388
ZNF518B_10459019,0.054671602,0.150240907,8.07724E-09,2.562870416,4.040370679,1.381653773,0.000164632,0.648148148,0.833333333,0.728737997
ZNF518B_10459036,0.038032635,0.111667983,1.43275E-06,2.443027215,4.064573065,1.170382853,0.000967221,0.574074074,0.824074074,0.691315158
ZNF518B_10459043,0.077009096,0.209036144,0.000226564,2.584857007,3.855102284,1.561141916,1.0401E-05,0.5,0.907407407,0.64630487
ZNF518B_10459050,0.062003122,0.184261982,1.17833E-05,2.695238464,4.107844016,1.579686666,2.93615E-05,0.481481481,0.925925926,0.673868313
ZNF518B_10459052,0.084649832,0.214259273,0.000225922,2.391198652,3.581603136,1.420529445,1.50834E-05,0.5,0.888888889,0.646347737
ZNF518B_10459061,0.169478392,0.321613823,0.006549095,1.728852634,2.505193839,1.050912612,3.42926E-06,0.5,0.925925926,0.608024691
ZNF518B_10459063,0.158911928,0.330211002,0.000481882,1.921242977,2.735953863,1.219381472,7.90048E-07,0.537037037,0.916666667,0.638503086
ZNF518B_10459065,0.103705145,0.274617098,1.70588E-05,2.375490762,3.382628333,1.529428743,6.01529E-07,0.574074074,0.907407407,0.670610425
ZNF518B_10459069,0.246946259,0.367402505,0.002737363,1.457878527,2.195208839,0.794174499,4.79439E-05,0.518518519,0.907407407,0.618955761
ZNF518B_10459081,0.262764423,0.394775113,0.000295633,1.522507662,2.244123483,0.871054386,1.516E-05,0.546296296,0.888888889,0.643604252
ZNF518B_10459084,0.217768738,0.3659692,0.000343559,1.69319626,2.457509718,1.018919886,4.39372E-06,0.546296296,0.907407407,0.642061043
ZNF518B_10459087,0.202953692,0.351641205,8.40652E-05,1.907261447,2.744179283,1.176271011,2.13478E-06,0.574074074,0.898148148,0.656078532
ZNF518B_10459089,0.389740277,0.419086258,0.442286758,0.357856289,0.986526441,-0.256029233,0.258538001,0.398148148,0.925925926,0.530606996
ZNF518B_10459098,0.203614908,0.362610315,7.82502E-05,1.895402332,2.695378736,1.1921262,9.13967E-07,0.583333333,0.916666667,0.656764403
ZNF518B_10459104,0.155539311,0.336076281,1.29309E-06,2.282335946,3.19020727,1.503517704,1.45686E-07,0.592592593,0.907407407,0.69212963
ZNF518B_10459107,0.139343932,0.307502958,8.11503E-06,2.308323268,3.263622511,1.495243146,3.78956E-07,0.527777778,0.935185185,0.677083333
ZNF518B_10459128,0.119446995,0.290926129,1.04031E-05,2.428693646,3.427173658,1.584719258,2.8966E-07,0.601851852,0.888888889,0.674939986
ZNF518B_10459132,0.108661735,0.276335414,1.47926E-06,2.671980932,3.797220937,1.735101448,4.63216E-07,0.611111111,0.861111111,0.691057956
ZNF518B_10459138,0.098289802,0.26606398,1.47448E-05,2.513227632,3.652165303,1.591644595,1.92091E-06,0.564814815,0.907407407,0.671896433
ZNF518B_10459141,0.093339575,0.278372044,3.50126E-07,2.900220652,4.089137935,1.920985473,2.01281E-07,0.583333333,0.916666667,0.702160494
ZNF518B_10459163,0.119318813,0.301748267,1.57736E-06,2.332730671,3.331059946,1.509534151,5.92357E-07,0.574074074,0.916666667,0.690543553
ZNF518B_10459183,0.082742642,0.228016159,7.77199E-06,2.4433074,3.631751324,1.486551515,8.56304E-06,0.546296296,0.87962963,0.677469136
cg01185433_175138980,0.103274823,0.246936092,0.000430788,1.631619898,2.531078786,0.878095222,0.000109354,0.463414634,0.928571429,0.653185665
cg01185433_175138991,0.080628619,0.233775135,7.77199E-06,1.719220345,2.657488233,0.946295424,8.26951E-05,0.573170732,0.836734694,0.692757591
cg01185433_175138997,0.068947146,0.195801404,6.5426E-06,1.80205061,2.864202203,0.932922486,0.000250399,0.506329114,0.887755102,0.695556704
cg01185433_175139070,0.119735529,0.316437054,1.1312E-06,1.900447695,2.695028894,1.211420233,6.27474E-07,0.52688172,0.951456311,0.702787347
cg01185433_175139081,0.112401849,0.323539667,2.68587E-09,2.094046336,2.957549751,1.365966082,3.06717E-07,0.56122449,0.933333333,0.743440233
cg01185433_175139089,0.112124973,0.309074752,8.64681E-08,1.925493984,2.750454268,1.224461245,8.97285E-07,0.632653061,0.866666667,0.718901846
cg01185433_175139096,0.145684679,0.34574243,5.85078E-09,1.900965401,2.685950718,1.223254744,4.34963E-07,0.591836735,0.847619048,0.738289602
cg01185433_175139111,0.133360899,0.327404519,6.4922E-08,2.04581827,2.922086114,1.302116093,8.77072E-07,0.606382979,0.901960784,0.725333751
cg01185433_175139120,0.097161358,0.281511762,1.39443E-08,2.046385165,2.955561737,1.279375789,1.99893E-06,0.505263158,0.961904762,0.733634085
cg01185433_175139129,0.094999885,0.230695554,5.308E-05,1.662225873,2.562197067,0.909688315,8.26942E-05,0.5,0.904761905,0.666021825
cg01185433_175139137,0.091214764,0.265944881,5.06497E-09,2.146599457,3.114256448,1.334362754,2.63091E-06,0.618556701,0.866666667,0.739371625
cg01185433_175139149,0.090613503,0.235916902,3.32612E-07,1.905083719,2.856693016,1.099611414,2.33948E-05,0.602150538,0.838095238,0.711059908
cg01185433_175139155,0.167779974,0.310835011,4.46426E-05,1.498209376,2.261374479,0.831696148,4.14621E-05,0.565217391,0.79047619,0.670031056
cg01185433_175139165,0.086737471,0.226362449,2.87986E-06,1.837750802,2.796299685,1.035978678,4.4346E-05,0.554347826,0.847619048,0.6936853
cg01185433_175139171,0.169075166,0.27665897,0.005656242,1.167051954,1.914525992,0.508619569,0.001142514,0.359550562,0.950980392,0.617206433
cg01541645_61104233,0.363669213,0.491405031,6.42011E-09,2.696017381,3.769145205,1.74476435,2.37474E-07,0.574074074,0.944444444,0.730281207
cg01541645_61104242,0.226002554,0.441318665,6.96826E-19,4.076623951,5.4059098,2.949590938,1.87878E-10,0.759259259,0.907407407,0.853652263
cg01541645_61104253,0.153563414,0.363414622,2.32386E-21,4.974600464,6.598711246,3.61087488,1.69327E-10,0.824074074,0.861111111,0.880572702
cg01541645_61104273,0.17292773,0.40293897,2.03318E-21,4.21481904,5.641259503,3.026165405,5.21242E-10,0.777777778,0.935185185,0.881258573
cg01541645_61104276,0.237669448,0.43587709,4.35679E-17,4.090338967,5.468075975,2.922849093,5.85413E-10,0.731481481,0.935185185,0.834276406
cg01541645_61104286,0.343223953,0.511725171,6.72209E-14,3.548240635,4.753926317,2.495506897,1.35867E-09,0.703703704,0.916666667,0.797496571
cg01541645_61104307,0.145679408,0.40236577,5.972E-24,4.222282704,5.583975761,3.08318983,1.00109E-10,0.907407407,0.851851852,0.909550754
cg01541645_61104309,0.150192213,0.409427428,7.23076E-25,4.301746495,5.672084511,3.152852864,6.79907E-11,0.935185185,0.851851852,0.920096022
cg01541645_61104316,0.13224998,0.406360582,3.26348E-25,4.277072082,5.652492393,3.137483468,7.65675E-11,0.925925926,0.87962963,0.92446845
cg01541645_61104320,0.209333608,0.463517396,3.65469E-23,4.420226871,5.799010623,3.263494286,3.17658E-11,0.796296296,0.925925926,0.900205761
cg01541645_61104329,0.114517532,0.388704772,7.45515E-26,4.462282457,5.885686224,3.288479453,5.15496E-11,0.953703704,0.87037037,0.935185185
cg02164574_176985555,0.11847954,0.271020115,8.03269E-11,3.332073693,4.72733763,2.173425683,4.05968E-07,0.694444444,0.805555556,0.757758916
cg02164574_176985592,0.111517169,0.271865449,6.51426E-10,2.872186024,4.122673766,1.848168831,8.77072E-07,0.564814815,0.916666667,0.745027435
cg02164574_176985641,0.097045018,0.245374706,4.28109E-13,4.197008343,5.868623215,2.797410319,1.19152E-07,0.759259259,0.824074074,0.787594307
cg06422883_72528190,0.198614323,0.431824949,3.9971E-19,3.596974724,4.760019531,2.603509005,1.67134E-10,0.851851852,0.861111111,0.856310014
cg06422883_72528194,0.294110297,0.499019776,1.51402E-15,3.255652756,4.311363099,2.342935659,2.08417E-10,0.805555556,0.842592593,0.817001029
cg06422883_72528242,0.081413445,0.271370892,1.748E-16,3.453715622,4.812581285,2.337743666,6.18481E-08,0.833333333,0.814814815,0.82763203
cg06422883_72528247,0.117431423,0.336071393,2.72991E-15,3.388463972,4.592961456,2.374720918,3.57377E-09,0.805555556,0.861111111,0.81404321
cg06422883_72528289,0.061548179,0.249464513,3.44102E-18,3.940568114,5.691841928,2.556979478,1.14232E-06,0.851851852,0.787037037,0.846193416
cg06422883_72528296,0.168572712,0.415927182,1.51441E-17,3.345762452,4.430328203,2.424216786,1.62886E-10,0.833333333,0.87037037,0.839334705
cg06422883_72528303,0.072336803,0.265153062,4.69438E-18,4.281265712,5.925655037,2.917424823,3.94157E-08,0.768518519,0.888888889,0.84473594
cg06422883_72528314,0.150258697,0.404754383,2.08644E-20,3.688244691,4.872044594,2.685332553,1.09396E-10,0.861111111,0.87962963,0.87024177
cg06962177_63785893,0.213717533,0.456049559,6.44595E-17,3.517244494,4.704521901,2.525029833,4.97561E-10,0.759259259,0.907407407,0.832390261
cg06962177_63785903,0.203736063,0.452386744,1.42507E-17,3.6260338,4.845615462,2.609011741,4.32436E-10,0.722222222,0.935185185,0.839634774
cg06962177_63785933,0.245560295,0.54424861,3.79703E-22,4.001072857,5.162773374,3.013394195,2.72913E-12,0.87037037,0.861111111,0.889188957
cg06962177_63785937,0.140266816,0.428724995,2.53136E-22,3.653535273,4.840101084,2.663279528,1.24405E-10,0.842592593,0.888888889,0.891032236
cg06962177_63785940,0.22630264,0.505481329,8.58314E-22,4.021448667,5.257503529,2.977823295,2.24541E-11,0.851851852,0.916666667,0.885288066
cg06962177_63785946,0.115280087,0.391318252,7.84087E-22,4.210783306,5.598695785,3.068596541,1.73193E-10,0.87962963,0.851851852,0.885716735
cg06962177_63785974,0.116707019,0.381727948,1.18678E-22,4.442776567,5.918301782,3.223677122,2.39025E-10,0.898148148,0.888888889,0.894590192
cg06962177_63785980,0.206156089,0.513436819,7.33191E-23,4.109255944,5.300661972,3.10452557,2.34425E-12,0.842592593,0.925925926,0.896819273
cg06962177_63786011,0.352526403,0.579268716,2.40246E-16,3.69962231,4.842397185,2.717285401,3.39181E-11,0.740740741,0.962962963,0.826045953
cg06962177_63786014,0.277361949,0.511205477,1.50324E-14,3.113308311,4.123287325,2.247453064,1.87878E-10,0.722222222,0.907407407,0.805384088
cg06962177_63786016,0.260780956,0.533475699,1.0092E-19,3.72454351,4.88071913,2.753915718,2.68776E-11,0.768518519,0.925925926,0.862825789
cg06962177_63786038,0.167765633,0.458158689,1.9607E-20,3.396617274,4.509151249,2.463579136,1.92897E-10,0.833333333,0.851851852,0.870584705
cg06962177_63786040,0.174630365,0.46190678,5.62565E-20,3.423665865,4.545885541,2.489045083,1.69327E-10,0.787037037,0.907407407,0.865526406
cg06962177_63786059,0.143039262,0.403091317,5.66326E-19,3.682108103,4.93906947,2.650552885,5.16374E-10,0.75,0.888888889,0.854638203
cg06962177_63786061,0.143666238,0.41238526,3.09721E-19,3.526828755,4.72650066,2.54300248,4.53112E-10,0.805555556,0.851851852,0.857467421
cg06962177_63786073,0.125806816,0.394137743,4.7269E-19,3.809906845,5.1798259,2.716105547,2.02809E-09,0.740740741,0.898148148,0.855538409
cg06962177_63786078,0.164594246,0.411829465,5.49679E-18,3.444831018,4.60961212,2.468999168,5.41553E-10,0.703703704,0.925925926,0.844007202
cg06962177_63786083,0.094067096,0.315953351,1.75199E-17,3.623097881,5.062181753,2.476544776,4.94769E-08,0.740740741,0.87037037,0.838648834
cg07152216_147141210,0.154143967,0.415477734,9.0916E-19,3.76942699,4.96086492,2.764824572,5.51724E-11,0.833333333,0.87962963,0.852366255
cg07152216_147141214,0.142105323,0.390088833,2.772E-17,3.608746763,4.796433037,2.606883411,2.42945E-10,0.787037037,0.907407407,0.836505487
cg07152216_147141219,0.165211605,0.431303325,1.70485E-18,3.814392232,4.987976769,2.821933901,2.36563E-11,0.861111111,0.87037037,0.849451303
cg07152216_147141226,0.142409849,0.34862512,5.37295E-14,3.7047153,5.03645836,2.591628496,4.5827E-09,0.759259259,0.907407407,0.798696845
cg07152216_147141236,0.250046594,0.435949128,1.24995E-16,3.994847872,5.353224164,2.840825819,8.82277E-10,0.768518519,0.888888889,0.829218107
cg07152216_147141244,0.130045818,0.354562458,2.04656E-18,3.948277521,5.269534743,2.831688004,4.61353E-10,0.824074074,0.907407407,0.848593964
cg07152216_147141259,0.132980854,0.359057131,6.67371E-17,4.008992356,5.345638417,2.878187062,4.33531E-10,0.833333333,0.851851852,0.832218793
cg07152216_147141262,0.107481923,0.331233692,7.5044E-18,3.749809607,5.0065652,2.682969546,5.16589E-10,0.842592593,0.861111111,0.842592593
cg07152216_147141272,0.232940036,0.495315306,1.20151E-18,3.933982921,5.121225469,2.924950887,1.31004E-11,0.851851852,0.87037037,0.851080247
cg07152216_147141286,0.216102804,0.426332474,1.49901E-16,3.722584929,4.989804692,2.650230152,8.51485E-10,0.787037037,0.861111111,0.828360768
cg07152216_147141288,0.15667993,0.380107212,3.12693E-17,3.813043307,5.088261238,2.730982104,4.7375E-10,0.814814815,0.888888889,0.83590535
cg07152216_147141302,0.069282591,0.219791429,5.64081E-15,5.132924518,7.154452639,3.484286751,5.66359E-08,0.759259259,0.888888889,0.810356653
cg07870999_155260857,0.085985188,0.178545768,6.49361E-09,2.90117018,4.560298517,1.564555249,0.000160296,0.611111111,0.907407407,0.730195473
cg07870999_155260864,0.099968967,0.205820788,4.68551E-07,3.048168088,4.608153748,1.77303235,2.77927E-05,0.611111111,0.925925926,0.699931413
cg07870999_155260884,0.093380343,0.225258145,5.42821E-19,4.404897967,6.305200168,2.828200605,8.47932E-07,0.759259259,0.898148148,0.854852538
cg07870999_155260892,0.139636686,0.347539612,1.55462E-21,4.980199506,6.591020588,3.60203235,1.77506E-10,0.87962963,0.916666667,0.882458848
cg07870999_155260895,0.193054429,0.401219431,5.4438E-20,4.348513868,5.859446269,3.082163344,1.54501E-09,0.814814815,0.907407407,0.865740741
cg07870999_155260904,0.311368337,0.49459808,2.51131E-15,3.746032574,5.044912794,2.641862533,1.7217E-09,0.768518519,0.916666667,0.814471879
cg07870999_155260907,0.201095033,0.430596896,5.59607E-21,4.490436661,5.916556451,3.277385291,8.23408E-11,0.842592593,0.916666667,0.87654321
cg07870999_155260929,0.090196176,0.278884863,1.36958E-18,4.815284122,6.567378443,3.364115208,5.91402E-09,0.842592593,0.861111111,0.85048011
cg07870999_155260935,0.094896764,0.257193886,4.57715E-13,4.469606746,6.278383998,2.988430377,1.37372E-07,0.703703704,0.898148148,0.787208505
cg07870999_155260956,0.053681527,0.188247898,2.05202E-13,4.191083468,6.156736853,2.643309096,3.31221E-06,0.694444444,0.888888889,0.791580933
cg07870999_155260975,0.044586882,0.166246157,1.02738E-11,4.259487499,6.36770375,2.620209687,9.0064E-06,0.675925926,0.888888889,0.769804527
cg08855395_231296809,0.262418819,0.512041243,8.54427E-14,3.169694817,4.151571979,2.327047053,3.51529E-11,0.740740741,0.907407407,0.796210562
cg08855395_231296811,0.32421152,0.555982176,7.37465E-13,2.983506944,3.90244331,2.180669946,3.94546E-11,0.731481481,0.87962963,0.784636488
cg08855395_231296818,0.28082038,0.540924623,3.08082E-15,3.25778782,4.241363754,2.415082889,1.42044E-11,0.759259259,0.898148148,0.813443073
cg08855395_231296823,0.275670736,0.532417278,4.35679E-17,3.379041824,4.420649766,2.494929028,2.54041E-11,0.759259259,0.907407407,0.834276406
cg08855395_231296829,0.298766251,0.541444008,6.73318E-16,3.297870941,4.309040661,2.429725036,2.55507E-11,0.768518519,0.888888889,0.820987654
cg08855395_231296854,0.15000408,0.387490963,2.50255E-14,3.052429218,4.153953883,2.14507175,3.85968E-09,0.740740741,0.861111111,0.802726337
cg08855395_231296869,0.217590194,0.487973069,2.04863E-16,3.023191629,4.015652762,2.191409689,1.92606E-10,0.777777778,0.87962963,0.826817558
cg08855395_231296899,0.143299258,0.433994937,1.4552E-15,2.699893066,3.6018569,1.948640697,2.99005E-10,0.777777778,0.888888889,0.817215364
cg08855395_231296913,0.153809212,0.437960281,2.32988E-13,2.826991592,3.781634644,2.038937171,3.80773E-10,0.75,0.851851852,0.790895062
cg09765089_27291328,0.129920959,0.424320655,4.47814E-24,4.305620437,5.704776932,3.159942735,9.3024E-11,0.907407407,0.87037037,0.911179698
cg09765089_27291338,0.104382248,0.392850164,4.78399E-24,4.182103651,5.526978049,3.06446817,8.357E-11,0.907407407,0.861111111,0.910665295
cg09765089_27291346,0.135255423,0.432875801,1.45019E-23,4.291713279,5.636619669,3.177543942,3.10103E-11,0.888888889,0.888888889,0.905092593
cg09765089_27291350,0.115248142,0.413387761,5.3276E-23,4.101881901,5.405181025,3.026764988,4.59628E-11,0.898148148,0.87962963,0.898491084
cg09765089_27291364,0.091505364,0.365496214,7.2962E-23,4.56839953,6.086041719,3.317095892,2.44801E-10,0.925925926,0.842592593,0.896947874
cg09765089_27291380,0.056282882,0.216567372,1.99283E-22,5.907537231,8.387869491,3.949477877,2.36091E-07,0.888888889,0.842592593,0.892146776
cg09765089_27291388,0.154541064,0.421979183,8.70712E-21,4.36157929,5.742129985,3.213284346,4.67909E-11,0.842592593,0.925925926,0.874314129
cg09765089_27291398,0.15049722,0.428970446,5.46371E-22,4.501119889,5.892711815,3.347060733,1.96734E-11,0.87037037,0.916666667,0.887517147
cg09765089_27291402,0.10556945,0.368601799,2.38535E-23,5.057226644,6.6135329,3.743547391,2.44434E-11,0.907407407,0.87962963,0.902692044
cg09765089_27291409,0.093545233,0.326097335,3.31104E-21,5.231160516,6.992850332,3.768690353,4.53112E-10,0.814814815,0.907407407,0.878943759
cg09765089_27291417,0.055546072,0.201698088,2.32386E-21,5.335580707,7.74719773,3.421649292,1.72265E-06,0.833333333,0.888888889,0.880572702
cg09765089_27291441,0.187579284,0.486760953,1.809E-22,4.536626823,5.923666644,3.395790982,1.1453E-11,0.888888889,0.87962963,0.89266118
cg09765089_27291465,0.319502851,0.569734351,1.96084E-20,4.335857323,5.665914681,3.225877738,1.59286E-11,0.824074074,0.898148148,0.870541838
cg09765089_27291475,0.179200832,0.488565789,2.19753E-22,4.110656268,5.407683677,3.052079799,2.96602E-11,0.861111111,0.898148148,0.891632373
cg09765089_27291480,0.330078711,0.580825387,2.42952E-19,4.354991948,5.703946669,3.23365238,2.16896E-11,0.824074074,0.916666667,0.858539095
cg09765089_27291484,0.202409414,0.522481944,3.59167E-24,4.558532798,5.957892936,3.408220924,1.37265E-11,0.907407407,0.898148148,0.91298011
cg09765089_27291486,0.193265547,0.516553653,3.03607E-23,4.241815375,5.551707424,3.166262462,1.6245E-11,0.888888889,0.888888889,0.901320302
cg11502555_100627311,0.281171409,0.488480848,5.25452E-18,4.235583556,5.595299653,3.079891014,1.1154E-10,0.787037037,0.925925926,0.844221536
cg11502555_100627313,0.280878649,0.480808182,1.91365E-16,3.92727482,5.205354425,2.83150435,2.14437E-10,0.759259259,0.916666667,0.827160494
cg11502555_100627334,0.117341738,0.319480614,1.87394E-19,3.895288259,5.345282554,2.697909375,1.19679E-08,0.842592593,0.833333333,0.859825103
cg11502555_100627341,0.135673794,0.355219591,7.2962E-23,4.417502302,5.908527157,3.16174611,5.87729E-10,0.888888889,0.898148148,0.896947874
cg11502555_100627358,0.117618756,0.330574041,1.21191E-20,4.161500706,5.661977853,2.926267842,3.92317E-09,0.833333333,0.898148148,0.872770919
cg11502555_100627366,0.218946532,0.455843362,7.7452E-22,4.703794069,6.181983692,3.455619015,4.92292E-11,0.888888889,0.87962963,0.885802469
cg11502555_100627372,0.187900253,0.446110777,8.68714E-23,4.643159652,6.049096015,3.453012826,1.38498E-11,0.907407407,0.898148148,0.896004801
cg11502555_100627380,0.124307924,0.356363448,5.73695E-22,4.207702067,5.651352538,3.006670627,8.64252E-10,0.916666667,0.851851852,0.887174211
cg11502555_100627385,0.142991114,0.398757382,4.33765E-22,4.200651712,5.547077896,3.071639053,8.357E-11,0.916666667,0.87962963,0.888545953
cg11502555_100627387,0.177190188,0.411357214,1.96767E-19,3.937780124,5.230325969,2.850704981,2.06835E-10,0.833333333,0.898148148,0.859567901
cg12071888_91195133,0.133343418,0.25626021,1.5747E-07,2.89186251,4.2292981,1.774316125,4.50977E-06,0.583333333,0.935185185,0.708118999
cg12071888_91195149,0.205358295,0.425757188,7.87637E-15,3.611551107,4.834340856,2.583637864,5.92357E-10,0.703703704,0.916666667,0.808641975
cg12071888_91195159,0.140360435,0.357470451,1.87394E-19,3.877225064,5.231360551,2.743705261,1.72337E-09,0.777777778,0.888888889,0.859825103
cg12071888_91195164,0.123037536,0.307289173,6.23019E-19,4.149434156,5.695808797,2.855921315,1.55976E-08,0.796296296,0.898148148,0.854166667
cg12071888_91195168,0.115487497,0.293863899,2.98039E-17,3.545768964,4.938281679,2.379495412,7.90015E-08,0.759259259,0.87962963,0.836162551
cg12071888_91195170,0.094120484,0.249592059,4.08694E-16,3.257301393,4.690709236,2.071432132,1.37314E-06,0.777777778,0.861111111,0.823473937
cg12071888_91195181,0.071475661,0.16772145,1.52125E-11,3.661949936,5.689981235,2.081795344,7.15121E-05,0.583333333,0.916666667,0.767532579
cg12071888_91195183,0.071762707,0.162510521,2.02817E-09,3.195816699,5.112533464,1.712218091,0.00024435,0.546296296,0.925925926,0.737825789
cg12071888_91195191,0.127078701,0.325554982,1.82311E-15,3.411453743,4.722881766,2.329205104,3.32117E-08,0.768518519,0.898148148,0.816057956
cg12071888_91195200,0.116113975,0.265373752,1.85164E-09,2.929872413,4.269303557,1.851601984,2.21517E-06,0.583333333,0.953703704,0.738425926
cg12071888_91195203,0.162854195,0.347732339,5.21774E-14,3.306856331,4.608469759,2.235080428,6.36645E-08,0.657407407,0.935185185,0.798868313
cg12071888_91195208,0.171540768,0.356598543,3.56725E-13,3.168598853,4.423767761,2.13690754,7.41885E-08,0.712962963,0.907407407,0.788623114
cg12071888_91195213,0.091040943,0.279176857,2.07547E-14,3.291173165,4.658514324,2.18596873,2.28936E-07,0.731481481,0.916666667,0.803712277
cg12071888_91195221,0.083804494,0.269056901,1.92627E-14,3.567529896,5.011469185,2.393266414,1.22622E-07,0.694444444,0.916666667,0.80409808
cg12071888_91195237,0.173615382,0.402933725,1.57528E-15,3.211752048,4.32602003,2.273183943,1.48719E-09,0.787037037,0.842592593,0.816786694
cg12071888_91195248,0.143477525,0.364335546,4.81191E-15,3.312279005,4.486778947,2.333455199,2.5704E-09,0.768518519,0.87037037,0.811171125
cg12071888_91195254,0.10780571,0.300101215,4.95281E-17,3.066860943,4.294982849,2.04770721,1.19736E-07,0.787037037,0.87037037,0.833676269
cg12071888_91195256,0.162290762,0.347191082,2.30826E-14,3.088622777,4.298103075,2.073035321,7.63381E-08,0.722222222,0.87962963,0.803155007
cg12071888_91195265,0.181855687,0.421232427,1.50422E-15,3.270933032,4.401764083,2.32451248,1.17422E-09,0.768518519,0.907407407,0.817043896
cg12071888_91195272,0.261441402,0.466143797,1.333E-12,3.205918879,4.307044254,2.264626829,1.35396E-09,0.675925926,0.953703704,0.781335734
